X,Y,osm_id,osm_type,completeness,amenity,healthcare,name,operator,source,speciality,operator_type,operational_status,opening_hours,beds,staff_doctors,staff_nurses,health_amenity_type,dispensing,wheelchair,emergency,insurance,water_source,electricity,is_in_health_area,is_in_health_zone,url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,uuid
121.070677783499,14.612737455626,"11997812665",node,12.5,pharmacy,pharmacy,Meds for All,,,,,,,,,,,,,,,,,,,,,,,,152967074,1,2024/06/20 21:20:30+00,6ccaac9b8f1e4a3b888887e82992ac11
121.047933992152,14.6738581259292,"11997885084",node,12.5,dentist,dentist,Angel Smile Dental Cliniic,,,,,,,,,,,,,,,,,,,,,,,,152967786,1,2024/06/20 21:45:13+00,7a8b97249a40407b87eddf9ccab402a6
121.04711264946,14.674663040091,"11997902993",node,12.5,clinic,clinic,Metro-Avenue Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,152968346,1,2024/06/20 22:06:32+00,9fd675999698428fae8b0f24a8a31c0b
121.047229241733,14.6748371322199,"11997885420",node,12.5,pharmacy,pharmacy,MRM Drugstore,,,,,,,,,,,,,,,,,,,,,,,,152968412,1,2024/06/20 22:08:28+00,1e511f07e7e043b6a474e6569d2c81f5
121.046018559639,14.674993287076,"11997902899",node,12.5,clinic,clinic,RSV Polyclinic & Diagnostic Center,,,,,,,,,,,,,,,,,,,,,,,,152968547,1,2024/06/20 22:13:56+00,1b972e21f6624f3faa463e47d5435d7f
121.045382289369,14.6756351732211,"11997918699",node,9.375,,laboratory,Health Avenue Laboratory,,,,,,,,,,,,,,,,,,,,,,,,152968714,1,2024/06/20 22:21:12+00,c92eb2d4549445c48de1e3b3937d5fda
121.01122402228,14.6260123785961,"11997916580",node,12.5,pharmacy,pharmacy,Benox Generic Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,152969031,1,2024/06/20 22:36:37+00,aeaa253b571644e5b84b55550135d718
120.962296674162,14.6180740457386,"11997965062",node,12.5,pharmacy,pharmacy,MedSave Drug,,,,,,,,,,,,,,,,,,,,,,,,152969211,2,2024/06/20 22:47:09+00,6830b6898c2b43c1976ed89e1eeca7ee
120.963377855852,14.6181164581686,"11997987317",node,12.5,pharmacy,pharmacy,Happy Med Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,152969415,1,2024/06/20 22:57:00+00,534a274dc0164c1a8ca2d5521daf53d5
120.963914549112,14.6183828350515,"11997987362",node,12.5,dentist,dentist,Alimar Dental Clinic,,,,,,,,,,,,,,,,,,,,,,,,152969565,1,2024/06/20 23:03:06+00,f16828a9a5ca4a10b8036b68ed539965
121.069142470295,14.6759082556264,"11997991120",node,12.5,pharmacy,pharmacy,Farmacia ni Dok,,,,,,,,,,,,,,,,,,,,,,,,152970224,1,2024/06/20 23:36:57+00,c11044658d1b479d92eef0c8df9370a4
121.069152947674,14.6763846830028,"11997998889",node,12.5,dentist,dentist,Dones Dental Clinic,,,,,,,,,,,,,,,,,,,,,,,,152970389,1,2024/06/20 23:45:44+00,2f07821e30004858b51d56cc73ab93f6
125.615839462095,7.08695189778973,"11998116184",node,15.625,pharmacy,pharmacy,Generika,,,,,,,,,,,yes,,,,,,,,,,,,,152972269,1,2024/06/21 02:08:54+00,4de71a7ee4624f4db844ae1871ce7d29
121.096339650617,14.6454220164989,"10586833557",node,15.625,pharmacy,pharmacy,Watsons,,,,,,,,,,,,,,,,,,,,,J. P. Rizal Street,,,152975817,2,2024/06/21 05:51:55+00,ab50f0f0c1f64635b0d40a96765159f4
,,"404852606",way,25,hospital,hospital,Agoo Family Hospital,,,,,,,,,,,,,yes,,,,,,,,Manila North Road,"2504",,118779025,3,2022/03/22 13:28:11+00,78cf06eabdc2473590da84e6c1353f0d
,,"404854171",way,15.625,clinic,,Cortes Municipal Health Unit,,,,,,,,,,,,,,,,,,,,,Poblacion,,Cortes,43057627,2,2016/10/21 11:57:01+00,1d275388eba74dc68f87a0cc1229df6d
125.498589963923,9.60185494084774,"6776213385",node,15.625,doctors,,Bobonaon Barangay Health Center,,,,,,,,,,,,,,,,,,,,,,"8417",Mainit,152994877,2,2024/06/21 14:03:29+00,7bb9b8dd019d48c1bea0709a91ff2973
121.080038525325,14.5383594643494,"11999511493",node,9.375,pharmacy,,Trusted Drugstore,,,,,,,,,,,,,,,,,,,,,,,,153005589,1,2024/06/21 18:59:21+00,464091a86df047a481035c8fbffbd791
120.99660128928,14.5559018656822,"10201283318",node,18.75,dentist,,Geneva Smile Dental Clinic,,,,,,,,,,,,,,,,,,,,"1991",Taft Avenue,,Pasay,153052211,2,2024/06/23 04:06:45+00,0f75104539424ad6b0eb08695a354766
120.996619226553,14.5558223214211,"10180120117",node,25,,laboratory,Lakambini,,,blood_check,,,Mo-Fr 09:00-16:00,,,,,,,,,,,,,,"1991",Taft Avenue,,Pasay City,153052211,3,2024/06/23 04:06:45+00,06e33ea3f3744d8ead70a0858202b5cf
123.220179049964,10.3880366386549,"11743401369",node,9.375,doctors,,,"Glorifil Sy Paglinawan, M.D.",,,,,,,,,,,,,,,,,,,,,,,153053355,2,2024/06/23 05:33:24+00,23d868f0c3f945d2b1a00e0755dd932d
123.220197657789,10.3880440985488,"11743568069",node,6.25,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,153053355,2,2024/06/23 05:33:24+00,04cc30ced455442b8124ab72cde6c023
,,"405037193",way,12.5,clinic,,Tandag City Health Office,,,,,,,,,,,,,,,,,,,,,,,Tandag City,37989429,1,2016/03/22 00:46:10+00,52948cb7af1e4d6d93ebfa1b9f3e7de8
,,"405070543",way,12.5,clinic,birthing_centre,Tabora Maternity and Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,107102494,2,2021/06/28 17:34:59+00,c97eca0b7c004a8ca2eba253ad314073
125.610855750106,7.08344189201679,"12003308912",node,15.625,doctors,doctor,Lueur,,,plastic_surgery,,,,,,,,,,,,,,,,,,,,,153072824,1,2024/06/23 15:17:37+00,fda8f5c062b2447b9c2c6bf5c3c34be9
120.975261718171,14.7208409563306,"4472174561",node,21.875,pharmacy,pharmacy,TGP,,,,,,,,,,,,,,,,,,,,,P. Gregorio Street,"1446",Valenzeula,153078352,3,2024/06/23 17:25:40+00,7d6fe593d867409bbbce92f78caab5c0
121.094280217008,14.6405752648079,"3593959629",node,18.75,clinic,,Dr. J.F. Cadiz Healthy Clinic,,,,,,,,,,,,,,,,,,,,"528",J. P. Rizal Street,,Marikina,153091913,3,2024/06/24 03:18:09+00,daba9a19b1514f208b5d7c26eede335d
121.094191955567,14.6414290454651,"3593959664",node,15.625,dentist,,Diaz Dental Clinic,,,,,,,,,,,,,,,,,,,,,J. P. Rizal Street,,Marikina,153091913,3,2024/06/24 03:18:09+00,671ac739ace24f279a7fbef2f64e8a59
125.623669836039,7.11470655849206,"12005341563",node,12.5,pharmacy,pharmacy,Amesco Drug,,,,,,,,,,,,,,,,,,,,,,,,153092551,1,2024/06/24 03:59:58+00,143d3ba4a0bf4b3daf5977872b020d74
125.623339756692,7.1144665846042,"12005341565",node,15.625,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,,,,153092551,1,2024/06/24 03:59:58+00,f08b5c15b29449ee8697916ebae1c669
120.987161925202,14.5784814555462,"12005523298",node,15.625,pharmacy,pharmacy,Mercury Drug,,,,,,24/7,,,,,,,,,,,,,,,,,,153093643,1,2024/06/24 05:06:04+00,8ee720afd6dc4dc5817584654194f57d
,,"405245319",way,21.875,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,,,,,,,,,,,Cases Boulevard,"2504",Agoo,96131242,3,2020/12/20 08:18:50+00,3f2532a28af34b05b52450a7ed51a4db
125.620783946777,7.11264813071071,"5657780121",node,15.625,clinic,clinic,Norico Eye Clinic,,,,,,"Th-Fr 10:00-16:00; Sa 10:00-14:00",,,,,,,,,,,,,,,,,,153116860,3,2024/06/24 15:05:14+00,de8aa1e5ef88492e8148bedc464f4221
121.050610250017,14.3141508467137,"12010779701",node,15.625,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,yes,,,,,,,,,,,,,153179288,1,2024/06/26 00:13:53+00,1102617b4ea04d6cb821f1df449e3546
120.630833474975,15.1578684424748,"12010788201",node,12.5,pharmacy,pharmacy,Surewell Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,153179430,1,2024/06/26 00:29:27+00,843a28527627482ab87e8670d09bb4cb
120.217666333499,15.9539694521356,"12011162755",node,15.625,pharmacy,pharmacy,Saint Joseph Drug,,,,,,,,,,,yes,,,,,,,,,,,,,153181208,1,2024/06/26 02:25:44+00,418f93016da64bcda27a42a5844b78c1
120.217665076214,15.9541121959466,"9932101793",node,9.375,pharmacy,,LVC Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,153181208,2,2024/06/26 02:25:44+00,c4b592b83d874183aed5c07f08a06a06
125.635223535193,7.12701395837883,"12011173109",node,12.5,pharmacy,pharmacy,Kendix Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,153182402,1,2024/06/26 03:50:25+00,4371a84013eb4fa49b34b827afca410a
121.122116182171,14.6405213691704,"3578952590",node,18.75,dentist,,Dentistdedette,Bernadette Marie Peralta-Aquino,,,,,,,,,,,,,,,,,,,,Lilac Street,,Marikina,153332006,6,2024/06/29 13:18:10+00,e6ca46d9abca46819b9b2625ca224600
121.007729020114,14.6139043841858,"1624724141",node,6.25,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,128371562,2,2022/11/02 05:22:38+00,08a25f773b104e43a435c715ac6ce7bd
,,"405587210",way,9.375,hospital,,St. Therese Hopital,,,,,,,,,,,,,,,,,,,,,,,,93395942,3,2020/11/02 06:11:42+00,ab05bb8f36b0430a91d931a18f4dd629
,,"405601868",way,9.375,pharmacy,,TMVCMPC Drugstore,,,,,,,,,,,,,,,,,,,,,,,,38057085,1,2016/03/25 07:50:37+00,a76f64a6bd764b1082bcd80bdf4eba8d
121.056361325241,14.5265666294985,"12015702282",node,9.375,pharmacy,,D Royal Drugstore,,,,,,,,,,,,,,,,,,,,,,,,153266746,1,2024/06/27 21:12:35+00,c8cb64c43de34e348c1409d0fe26fb96
124.635878975571,12.4998123838589,"4819477441",node,9.375,doctors,,Lyonaise Polyclinic,,,,,,,,,,,,,,,,,,,,,,,,153297672,4,2024/06/28 14:51:57+00,0818b0c81d4e42e881d59448bb223a4f
121.038361020538,14.509656475122,"12010101688",node,9.375,pharmacy,,Welltrust Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,153334983,2,2024/06/29 14:36:21+00,32bad629b0614a048572dfe956223716
125.651930093141,7.18179464094061,"1839670687",node,12.5,doctors,doctor,Acosta Clinic,,,,,,,,,,,,,,,,,,,,,,,,153356350,2,2024/06/30 06:28:58+00,5531e24dc1a748eb92858eaacf465589
125.624364276717,7.09919417028882,"1304780491",node,25,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,yes,,,,,,,,,,J. P. Laurel Avenue,"8000",Davao City,153356350,4,2024/06/30 06:28:58+00,7db51660a47e4c4da4a0d675159f0b2c
123.77165212003,9.5508497189324,"10725014905",node,12.5,pharmacy,pharmacy,paz pharmacy,,,,,,,,,,,,,,,,,,,,,,,,153362430,2,2024/06/30 10:21:29+00,9e078c7cda8d4d269723abddab3d2bf3
121.036141660215,14.6339558244146,"1627781284",node,18.75,clinic,,The Zen Insitute Medical Spa,,,,,,,,,,,,,,,,,,,,"69",Scout Rallos,,Quezon City,146849946,2,2024/01/30 06:51:50+00,b5b19d2e7b504f0595ae9e994b52e6fd
121.401253674416,13.809422644818,"1627782465",node,9.375,hospital,,San Juan District Hospital,,,,,,,,,,,,,,,,,,,,,,,,10649290,1,2012/02/11 03:28:20+00,98c74334af3246a2949981140883c4e4
123.857364958968,8.1648058887624,"12025258570",node,6.25,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,153398508,1,2024/07/01 07:44:35+00,e93761ec07f04317a1d8fb1f9cd731fc
,,"406151838",way,15.625,hospital,,Manas Hospital,,,,,,,,,,,,,,,,,,,,,,"4108",Tanza,38115204,1,2016/03/28 09:01:54+00,a8dda87da36d4b8aab12e15a67a7aecd
125.34468849865,6.6391047995721,"12025834386",node,12.5,pharmacy,pharmacy,Princess DS Drughouse,,,,,,,,,,,,,,,,,,,,,,,,153415120,1,2024/07/01 14:23:35+00,01dad045683d44dc905064e6bcdab43e
125.344109225322,6.63881604300775,"12025834389",node,12.5,pharmacy,pharmacy,Rojon Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,153415120,1,2024/07/01 14:23:35+00,2bbd67cb04424a55bfbaff50ce214baa
125.34440804017,6.63913748899446,"12025834383",node,12.5,pharmacy,pharmacy,MD Drug,,,,,,,,,,,,,,,,,,,,,,,,153415120,1,2024/07/01 14:23:35+00,2be5a66c6b754c238aab5ca59a3c6df0
121.112746890803,14.6600638602385,"2381951714",node,18.75,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,M. L. Quezon Street,,,153436884,3,2024/07/02 04:55:12+00,0e0524effb944227afeae5efdd3b9dd9
,,"406269862",way,6.25,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,125003884,2,2022/08/17 07:46:18+00,129d3925ca2d43f18bd909467bf38467
121.066498985672,14.6276743423574,"10687264682",node,12.5,dentist,dentist,St. Clare Dental Clinic,,,,,,,,,,,,,,,,,,,,,,,,153451840,2,2024/07/02 11:34:25+00,e3652e24e0a54988b7b381841f1e35d7
121.107858983968,14.6701071404401,"4359438389",node,21.875,dentist,,Clarence Dental Clinic,,,,,,Mo-Sa 09:00-22:00,,,,,,,,,,,,,,"13",Buenmar Street,"1808",,153482358,3,2024/07/03 03:05:14+00,58ad0629f37f4d8690e18b075784e08e
121.016548626271,14.6408871554249,"8251935856",node,21.875,dentist,dentist,Dental Station,,,,,,,,,,,,,,,,,,,,,Fernando Poe Jr. Avenue,"1105",Quezon City,153488231,2,2024/07/03 07:23:38+00,99acb9bf5a54474a8ee38349ad8410f2
120.964014545217,14.6919212949062,"10002525243",node,18.75,pharmacy,pharmacy,Generika,,,,,,,,,,,yes,,,,,,,,,,Governor I. Santiago Road,,,153492840,2,2024/07/03 09:24:44+00,764810cdb503498196dfc0fdca86cd49
121.069848142723,14.5300893757642,"12031788143",node,12.5,dentist,dentist,MJ Pagaduan Dental Centre,,,,,,,,,,,,,,,,,,,,,,,,153515981,1,2024/07/03 19:07:05+00,6a351f0b1b4b485cb59b125665b3155c
121.069182116697,14.5318244297212,"5055078926",node,9.375,dentist,,Dr. Carlos Dental Clinic,,,,,,,,,,,,,,,,,,,,,,,,153519146,2,2024/07/03 20:37:49+00,2df017efb77645fdbab3d561e59b776c
121.065340774292,14.5339391838918,"12032044831",node,9.375,pharmacy,,Liza-Lyn Drugstore & General Merchandise,,,,,,,,,,,,,,,,,,,,,,,,153521267,1,2024/07/03 22:04:49+00,edae6958a05549b483b87432f383c6d7
120.976386066663,14.6385810424048,"1630779416",node,12.5,hospital,,Martinez Memorial Hospital,,jklinc,,,,,,,,,,,,,,,,,,,,,,129543154,2,2022/11/30 04:00:57+00,1676343549cf4f60a55e0ec6bb423d28
121.707556998666,17.6133903954143,"10186914317",node,12.5,pharmacy,,Fervil Pharmacy,,,,,,,,,,,,,,,,,,,,,Luna Street,,,153554420,2,2024/07/04 16:00:01+00,348c0803c06d4fc5b223eaef3efdfd02
120.998330559724,14.443549745897,"4143979201",node,28.125,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,yes,,,,,,,,,"345",Alabang-Zapote Road,"1740",Las Piñas,153560242,2,2024/07/04 18:38:36+00,2b60d6e449a14d7286ae4252ae9e87d6
120.599768968347,16.4110022780411,"12035565175",node,12.5,dentist,dentist,Isms Dental Care,,,,,,,,,,,,,,,,,,,,,,,,153580441,1,2024/07/05 09:50:27+00,edf0bff2b2ee4be3b8339ecac3eeb7bb
121.06057029792,14.5884060479988,"8943184246",node,31.25,pharmacy,pharmacy,Goodmed Pharmacy,Peter S. Wee,,,,,Mo-Su 08:00-23:00,,,,,,yes,,,,,,,,,Topaz Road,"1605",Pasig,153595397,3,2024/07/05 16:10:43+00,aa8fe773d2a448bea713e6a6e78af6b8
121.325650081258,14.0704356963745,"1632497633",node,12.5,clinic,clinic,Capino Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,79874907,3,2020/01/21 19:43:47+00,dadd73dd145d4e07846897aecd161e94
122.920490891336,10.4234084376852,"4269485790",node,9.375,pharmacy,,March Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,153674789,2,2024/07/07 18:57:12+00,8e2457ac14c840369cffe795ec27912b
120.999464379766,14.2833119809196,"1294068542",node,18.75,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,yes,,,,,,,,,,Governor's Drive,,,153733359,8,2024/07/09 08:12:25+00,d22cfdffc1604307a651129a26798bde
121.008528653677,14.4374916415593,"2503063611",node,15.625,doctors,,Valderrama Clinic,,,,,,,,,,,,,,,,,,,,,,"1740",Las Piñas,153775946,2,2024/07/10 09:47:05+00,9e596a6ac9f84216bde4d931195375eb
120.965503674135,14.6681322802334,"11529842201",node,15.625,clinic,clinic,St. Jude Medical Clinic and Diagnostic Center,,,,,,,,,,,,,,,,,,,,,M. H. del Pilar Street,,,153807667,2,2024/07/11 05:22:49+00,739cc695cc8b43b593c8a494be2a70b0
120.957243643833,14.7178382233378,"8684948550",node,18.75,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,MacArthur Highway,,,153847456,2,2024/07/12 09:43:45+00,66d35a823bb741c69186a2fb0fd01e6c
120.957273567228,14.7178772830065,"9967731265",node,21.875,doctors,doctor,Perez EENT Clinic,,,,,,,,,,,,,,,,,,,,,MacArthur Highway,"1444",Valenzuela,153847648,2,2024/07/12 09:48:30+00,e4b1de4e26dd4a3e896a805d28f51188
120.958510317041,14.7083160460565,"9212318976",node,12.5,dentist,,KFD Dental Clinic,,,,,,,,,,,,,,,,,,,,,G. Lazaro Street,,,153850817,2,2024/07/12 11:15:31+00,c10c276a20a94e379f73ea5c5cbcc51e
120.958937123551,14.7085253421788,"11445979232",node,18.75,pharmacy,pharmacy,Southstar Drug,,,,,,,,,,,yes,,,,,,,,,,G. Lazaro Street,,,153850817,3,2024/07/12 11:15:31+00,39a596ee545f482caf8d6d66b3b40350
120.95775468847,14.7088539966022,"10264683448",node,25,doctors,otorhinolaryngology-head_and_neck_surgery_specialty_clinic,"Premier 101 Ear, Nose, Throat, Head, and Neck Surgery Center",Premier 101 Healthcare Management Inc.,,"ear;nose_&_throat;maxillofacial_surgery;hearing&balance;head&neck_tumors;rhinology;skullbase;ent;otorhinolaryngology;hearing",,,,,,,,,,,,,,,,,,G. Lazaro Street,,Valenzuela,153852005,3,2024/07/12 11:49:16+00,a325cbafd6cd4fa49f5d41a845a8469f
121.847266979858,13.3204357409012,"11347689975",node,15.625,dentist,dentist,Monte's Unicare Dental Clinic,,,,,,,,,,,,,,,,,,,,,,,Boac,153869284,3,2024/07/12 19:19:53+00,8c778a72c062466b8ae9d804cc1a1fc5
121.847175617113,13.323681129991,"11347689976",node,15.625,dentist,dentist,Dr. Magdalena Murillo Pegris,,,,,,,,,,,,,,,,,,,,,,,Gasan,153869284,5,2024/07/12 19:19:53+00,1197173ea02d47828d7826017481432d
122.02783354224,13.4768523638599,"11347855959",node,15.625,dentist,dentist,Robys Dental Clinic,,,,,,,,,,,,,,,,,,,,,,,Santa Cruz,153869284,3,2024/07/12 19:19:53+00,d1bdc3be31974f379cd660d1e6dc4a08
120.968803377957,14.6933689334033,"12050466008",node,6.25,,blood_donation,,,,,,,,,,,,,,,,,,,,,,,,,153878302,1,2024/07/13 04:30:59+00,e7fd64cd30bf4e7c8df589432ff2f4a1
120.59339662646,16.4036605690514,"10635154298",node,25,,laboratory,Parkway Medical and Diagnostic Center,Parkway Medical and Diagnostic Center,,,,,Mo-Su 08:00-17:00,,,,,,,,,,,,,,,Legarda Road,"2600",Baguio,153878671,4,2024/07/13 05:02:18+00,3fc6393e612547d49920fd64f37980e4
120.981431553278,14.6742019515974,"12052383378",node,18.75,doctors,,JGS Ob-gyne Clinic,,,"obstetrics;gynaecology",,,"Mo 16:00-18:00; Tu 16:00-18:00; Th 16:00-18:00; Fr 16:00-18:00; We 13:00-16:00; Sa 13:00-16:00",,,,,,,,,,,,,,,MacArthur Highway,,,153915619,1,2024/07/14 04:02:07+00,b48564743dce4fbabb88918ae930d6a5
121.077209716823,14.5848756742012,"1864617052",node,31.25,pharmacy,pharmacy,Watsons,Watsons Personal Care Stores (Philippines) Inc,,,,,,,,,,yes,yes,,,,,,,,,Park Drive,"1604",Pasig,153925189,7,2024/07/14 10:57:52+00,36fe6c5e4f434713bd9f3c71da010537
120.953031234575,14.6450985588554,"4276113901",node,18.75,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,yes,,,,,,,,,,North Bay Boulevard,,,153951930,4,2024/07/15 02:12:21+00,0f398498085e4c05aa97066db1b52afa
120.971223317222,14.6586499169922,"11432385980",node,18.75,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,M. H. del Pilar Street,,,153955789,2,2024/07/15 05:59:29+00,a6b28ed367fc43b4b79dfd5c4a98cdbd
120.598373130012,16.4116485227757,"12054986002",node,12.5,pharmacy,pharmacy,Southstar Drug,,,,,,,,,,,,,,,,,,,,,,,,153963563,1,2024/07/15 09:51:57+00,dc1285a47b4841489fa583d3b78a95ed
121.033402370439,14.7808565565194,"9898038623",node,18.75,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,Langit Road,,,153994190,2,2024/07/16 01:23:03+00,2b2ae2d632e7461bbd0393665f2676d0
125.894897074803,7.13108882060664,"9781301120",node,15.625,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,,,,,,,,,,,Surigao-Davao Coastal Road,,,154014112,3,2024/07/16 12:52:25+00,132cb5789f444ec79825ae3b17d5b8f1
125.896573371619,7.12685696533237,"12039456052",node,15.625,pharmacy,pharmacy,PCCC Phamacy,,,,,,,,,,,yes,,,,,,,,,,,,,154014112,2,2024/07/16 12:52:25+00,995f1f928f374c808848901085765983
125.894931189149,7.13523216298336,"12037105006",node,12.5,clinic,yes,First Line Health Station,,,,,,,,,,,,,,,,,,,,,,,,154014112,2,2024/07/16 12:52:25+00,46f5f301a2ce4c34aac650e133aa6d25
121.040496980923,14.5975155841868,"919490720",node,21.875,pharmacy,,Mercury Drug,,,,,,06:00-23:00,,,,,,no,,,,,,,,,Wilson Street,,,154082065,8,2024/07/18 04:11:51+00,b0bd52ffb44942b981a24b1a58fd006b
119.176752395641,10.4100185988226,"9921868833",node,18.75,pharmacy,pharmacy,Portbay Pharmacy,,,,,,Mo-Su 06:30-22:00,,,,,,yes,,,,,,,,,,,,154092471,3,2024/07/18 09:45:14+00,581274472f2a4b199c63ba2bea041b06
121.078442946237,14.7053127263304,"12062210201",node,12.5,doctors,,Well of Life,,,,,,,,,,,,,,,,,,,,,Commonwealth Avenue,,,154122826,1,2024/07/19 00:27:25+00,5080aa035d8e49b08a5f45e9dc3a007b
121.080382099537,14.7044964965994,"1059290448",node,18.75,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,yes,,,,,,,,,,Commonwealth Avenue,,,154122826,2,2024/07/19 00:27:25+00,3779019080ed413780ff0609a3cdf0d3
121.067318149069,14.7066763781577,"12062299921",node,12.5,dentist,,RTD TruSmile,,,,,,,,,,,,,,,,,,,,,Commonwealth Avenue,,,154123748,1,2024/07/19 01:46:37+00,1e269d2aee6d44b3b00cfbcfacf2e6c0
121.066915398622,14.70672465792,"4419583594",node,12.5,dentist,,Aghirang,,,,,,,,,,,,,,,,,,,,,Commonwealth Avenue,,,154123748,2,2024/07/19 01:46:37+00,313e93c039b2498f8f77890a0a4cc0e9
121.062715226942,14.7089091495251,"1003886562",node,12.5,pharmacy,,Farmacia ni Dok,,,,,,,,,,,,,,,,,,,,,Commonwealth Avenue,,,154124252,3,2024/07/19 02:35:05+00,d99da8bde189492888aa64fc4fcf7308
121.047146679987,14.7381187409803,"12062498919",node,12.5,dentist,,RSM Dental Spa,,,,,,,,,,,,,,,,,,,,,Zabarte Road,,,154127181,1,2024/07/19 05:31:30+00,ae95e297501a4970ab0e1c95dc0ef614
121.052905382743,14.7332342707249,"12062564068",node,12.5,dentist,,Patricio Dental Care,,,,,,,,,,,,,,,,,,,,,Salvia Street,,,154128039,1,2024/07/19 06:13:24+00,75e1c3801ff749e1a18af5f1b34fcb36
121.036587493645,14.72167118384,"9500985205",node,15.625,pharmacy,pharmacy,Watsons,,,,,,,,,,,,,,,,,,,,,General Luis Street,,,154131560,2,2024/07/19 07:59:44+00,864f00882e8542b7882cd621ce69611b
121.03604434632,14.721990869627,"10115441733",node,15.625,doctors,,Sarmiento Clinic,,extrapolation,,,,,,,,,,,,,,,,,,,General Luis Street,,,154131560,2,2024/07/19 07:59:44+00,5c2941b731f7471599fb05a0d6124406
121.071396866973,14.6931903988657,"6546865485",node,21.875,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,Republic Avenue,,Quezon City,154134718,4,2024/07/19 09:31:27+00,dfcf2ca502c24730a01af18120a72d90
125.44185562737,7.2048520831045,"1642997022",node,9.375,clinic,,Lacson Health Center,,,,,,,,,,,,,,,,,,,,,,,,51602277,2,2017/08/31 07:03:28+00,7600c7d081f74880af63402a99107196
,,"43615705",way,28.125,hospital,hospital,SLU Hospital of the Sacred Heart,,,,private,,,,,,,,,,,,,,,,,Assumption Road,"2600",Baguio,97897480,12,2021/01/21 10:34:34+00,328dd016b42a4bd5b6468fef51f51f06
121.020384268982,14.6799018972125,"9514345392",node,18.75,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,Tandang Sora Avenue,,,154168367,2,2024/07/20 07:44:14+00,68c9dcb25ef54949a14e0b79cf6a4376
121.007654421176,14.6672512583908,"12065602864",node,18.75,pharmacy,pharmacy,Generika,,,,,,,,,,,yes,,,,,,,,,,Quirino Highway,,,154202267,1,2024/07/21 03:46:55+00,d69b94bc8b5049dc9898ee79c97a5b74
121.047361256708,14.6740989380074,"11997901276",node,12.5,,laboratory,Tandang Sora Dental X-Ray Center,,,,,,,,,,,,,,,,,,,,,Tandang Sora Avenue,,,154203557,2,2024/07/21 05:21:18+00,ffe9838425804d94ba776a16857cd061
121.047342145969,14.6741095830245,"11997844707",node,12.5,,laboratory,LabXpress,,,,,,,,,,,,,,,,,,,,,Tandang Sora Avenue,,,154203557,2,2024/07/21 05:21:18+00,2718c1fae088400aaacbf77135ee71fb
121.047534929742,14.6740057312441,"11997895427",node,18.75,doctors,doctor,SafeMoms,,,gynaecology,,,,,,,,,,,,,,,,,,Tandang Sora Avenue,,,154203557,2,2024/07/21 05:21:18+00,604320fc441346ada91cda0d9df09242
121.047319933926,14.6741238322599,"11997904503",node,15.625,dentist,dentist,Madonna H. Walet-Miranda Dental Clinic,,,,,,,,,,,,,,,,,,,,,Tandang Sora Avenue,,,154203557,2,2024/07/21 05:21:18+00,547023603f3547159181e6e84dca0768
121.047566780974,14.6739743829262,"11997891287",node,15.625,dentist,dentist,Smilekeepers Dental Clinic,,,,,,,,,,,,,,,,,,,,,Tandang Sora Avenue,,,154203557,2,2024/07/21 05:21:18+00,1f4b1dc61f8c4a61b339ba39980eac98
123.725691127444,13.3603707318382,"4243939525",node,12.5,hospital,hospital,Jaime B. Berces Memorial Hospital,,,,,,,,,,,,,,,,,,,,,,,,154205996,6,2024/07/21 07:23:38+00,db16fefb19bc49bdb77b284e613b8cd0
